##TITLE=No Description
##DATA TYPE=INFRARED SPECTRUM
##XUNITS=1/CM
##YUNITS=Abs
399.264912  	0.586517 
401.193728  	0.581316 
403.122544  	0.581970 
405.051360  	0.570977 
406.980176  	0.570659 
408.908992  	0.556409 
410.837808  	0.549545 
412.766624  	0.549162 
414.695440  	0.548891 
416.624256  	0.531850 
418.553072  	0.531784 
420.481888  	0.535659 
422.410704  	0.548662 
424.339520  	0.548660 
426.268336  	0.540925 
428.197152  	0.522831 
430.125968  	0.521583 
432.054784  	0.524131 
433.983600  	0.523986 
435.912416  	0.521469 
437.841232  	0.518968 
439.770048  	0.510654 
441.698864  	0.514455 
443.627680  	0.518059 
445.556496  	0.519189 
447.485312  	0.510703 
449.414128  	0.509478 
451.342944  	0.511925 
453.271760  	0.512329 
455.200576  	0.507709 
457.129392  	0.505602 
459.058208  	0.507696 
460.987024  	0.513095 
462.915840  	0.505551 
464.844656  	0.506744 
466.773472  	0.507354 
468.702288  	0.507108 
470.631104  	0.503718 
472.559920  	0.505914 
474.488736  	0.505370 
476.417552  	0.509572 
478.346368  	0.504766 
480.275184  	0.502492 
482.204000  	0.500220 
484.132816  	0.503065 
486.061632  	0.501187 
487.990448  	0.500705 
489.919264  	0.496680 
491.848080  	0.497242 
493.776896  	0.495924 
495.705712  	0.494805 
497.634528  	0.491296 
499.563344  	0.492308 
501.492160  	0.491072 
503.420976  	0.492288 
505.349792  	0.493481 
507.278608  	0.492996 
509.207424  	0.490890 
511.136240  	0.493075 
513.065056  	0.491604 
514.993872  	0.492436 
516.922688  	0.493520 
518.851504  	0.498640 
520.780320  	0.499324 
522.709136  	0.496821 
524.637952  	0.494269 
526.566768  	0.492831 
528.495584  	0.491126 
530.424400  	0.492331 
532.353216  	0.488570 
534.282032  	0.483186 
536.210848  	0.476984 
538.139664  	0.473686 
540.068480  	0.469808 
541.997296  	0.464668 
543.926112  	0.458217 
545.854928  	0.455172 
547.783744  	0.451513 
549.712560  	0.449303 
551.641376  	0.445094 
553.570192  	0.441006 
555.499008  	0.437946 
557.427824  	0.435478 
559.356640  	0.432561 
561.285456  	0.428973 
563.214272  	0.423906 
565.143088  	0.421084 
567.071904  	0.418087 
569.000720  	0.415132 
570.929536  	0.411169 
572.858352  	0.408591 
574.787168  	0.405582 
576.715984  	0.403598 
578.644800  	0.399863 
580.573616  	0.395965 
582.502432  	0.391210 
584.431248  	0.387800 
586.360064  	0.384536 
588.288880  	0.382172 
590.217696  	0.379650 
592.146512  	0.377575 
594.075328  	0.375644 
596.004144  	0.374164 
597.932960  	0.371334 
599.861776  	0.369696 
601.790592  	0.368288 
603.719408  	0.367227 
605.648224  	0.366187 
607.577040  	0.365038 
609.505856  	0.362989 
611.434672  	0.361563 
613.363488  	0.359456 
615.292304  	0.358073 
617.221120  	0.356583 
619.149936  	0.355237 
621.078752  	0.353696 
623.007568  	0.352486 
624.936384  	0.350898 
626.865200  	0.349552 
628.794016  	0.348569 
630.722832  	0.348255 
632.651648  	0.347898 
634.580464  	0.347913 
636.509280  	0.347537 
638.438096  	0.348089 
640.366912  	0.348107 
642.295728  	0.346636 
644.224544  	0.343416 
646.153360  	0.340841 
648.082176  	0.336991 
650.010992  	0.333031 
651.939808  	0.329559 
653.868624  	0.325591 
655.797440  	0.321899 
657.726256  	0.319011 
659.655072  	0.315368 
661.583888  	0.310810 
663.512704  	0.306633 
665.441520  	0.304139 
667.370336  	0.298717 
669.299152  	0.291783 
671.227968  	0.290062 
673.156784  	0.287930 
675.085600  	0.285467 
677.014416  	0.283278 
678.943232  	0.281419 
680.872048  	0.280073 
682.800864  	0.278401 
684.729680  	0.276705 
686.658496  	0.275070 
688.587312  	0.273462 
690.516128  	0.271817 
