0,399.264912,0.682461
0,401.193728,0.692274
0,403.122544,0.713163
0,405.051360,0.722384
0,406.980176,0.745142
0,408.908992,0.734957
0,410.837808,0.723103
0,412.766624,0.703986
0,414.695440,0.703447
0,416.624256,0.683138
0,418.553072,0.690826
0,420.481888,0.700545
0,422.410704,0.703224
0,424.339520,0.676033
0,426.268336,0.676046
0,428.197152,0.676370
0,430.125968,0.678838
0,432.054784,0.668619
0,433.983600,0.674610
0,435.912416,0.670763
0,437.841232,0.675082
0,439.770048,0.673990
0,441.698864,0.671602
0,443.627680,0.652333
0,445.556496,0.647995
0,447.485312,0.646576
0,449.414128,0.638493
0,451.342944,0.623395
0,453.271760,0.635852
0,455.200576,0.640495
0,457.129392,0.645896
0,459.058208,0.643501
0,460.987024,0.639767
0,462.915840,0.631833
0,464.844656,0.630890
0,466.773472,0.626761
0,468.702288,0.631217
0,470.631104,0.626659
0,472.559920,0.631910
0,474.488736,0.621986
0,476.417552,0.618868
0,478.346368,0.608035
0,480.275184,0.601994
0,482.204000,0.596400
0,484.132816,0.602751
0,486.061632,0.604877
0,487.990448,0.610409
0,489.919264,0.609398
0,491.848080,0.612334
0,493.776896,0.605912
0,495.705712,0.599985
0,497.634528,0.593025
0,499.563344,0.596449
0,501.492160,0.592716
0,503.420976,0.595172
0,505.349792,0.590494
0,507.278608,0.588959
0,509.207424,0.587872
0,511.136240,0.588955
0,513.065056,0.582810
0,514.993872,0.578755
0,516.922688,0.574432
0,518.851504,0.581442
0,520.780320,0.580835
0,522.709136,0.581818
0,524.637952,0.578902
0,526.566768,0.576319
0,528.495584,0.571659
0,530.424400,0.570520
0,532.353216,0.569358
0,534.282032,0.568540
0,536.210848,0.564786
0,538.139664,0.563620
0,540.068480,0.559038
0,541.997296,0.560937
0,543.926112,0.557725
0,545.854928,0.554740
0,547.783744,0.549502
0,549.712560,0.548781
0,551.641376,0.545299
0,553.570192,0.544319
0,555.499008,0.542817
0,557.427824,0.541325
0,559.356640,0.536844
0,561.285456,0.535541
0,563.214272,0.533112
0,565.143088,0.532515
0,567.071904,0.527338
0,569.000720,0.524746
0,570.929536,0.524602
0,572.858352,0.524414
0,574.787168,0.518881
0,576.715984,0.516250
0,578.644800,0.515597
0,580.573616,0.514853
0,582.502432,0.512696
0,584.431248,0.512659
0,586.360064,0.509503
0,588.288880,0.507359
0,590.217696,0.504610
0,592.146512,0.503797
0,594.075328,0.502164
0,596.004144,0.499913
0,597.932960,0.495696
0,599.861776,0.492888
0,601.790592,0.491495
0,603.719408,0.490720
0,605.648224,0.488055
0,607.577040,0.487439
0,609.505856,0.484738
0,611.434672,0.482983
0,613.363488,0.480826
0,615.292304,0.479923
0,617.221120,0.476172
0,619.149936,0.474518
0,621.078752,0.472191
0,623.007568,0.470870
0,624.936384,0.468270
0,626.865200,0.466164
0,628.794016,0.463998
0,630.722832,0.462794
0,632.651648,0.460587
0,634.580464,0.458442
0,636.509280,0.456779
0,638.438096,0.455922
0,640.366912,0.453598
0,642.295728,0.451479
0,644.224544,0.449606
0,646.153360,0.449416
0,648.082176,0.447729
0,650.010992,0.445760
0,651.939808,0.442683
0,653.868624,0.441434
0,655.797440,0.437402
0,657.726256,0.435738
0,659.655072,0.434253
0,661.583888,0.432306
